studyYear,studyDesign,plantingDate,harvestDate,germplasmName,observationLevel,observationUnitName,replicate,plotNumber,rowNumber,colNumber,Chalky seeds|LSU_01:0000107,Days to heading|LSU_01:0000130,Emergence date|LSU_01:0000128,Grain length average|LSU_01:0000102,Grain length-width ratio average|LSU_01:0000105,Grain whiteness average|LSU_01:0000106,Grain width average|LSU_01:0000103,Harvest moisture|LSU_01:0000136,Harvest weight|LSU_01:0000137,Heading date|LSU_01:0000129,Lodging|LSU_01:0000135,Plant height|LSU_01:0000132,Plot stand near flood|LSU_01:0000133,Ratoon moisture|LSU_01:0000139,Ratoon weight|LSU_01:0000140,Ratoon yield|LSU_01:0000141,Seedling vigor|LSU_01:0000131,Total milling percentage|LSU_01:0000101,Whole milling percentage|LSU_01:0000100,Yield
2024,RCBD,2024-February-29,2024-July-30,19T-033-31,plot,24_AYT_CL_SF-rep2-19T-033-31_40,2,40,8,1,12.3,89,3/11/2024,6.67,3.18,45.8,2.1,16.2,11.45,6/8/2024,60,106,7,15.7,5.69,3634.263627,3,69,59.14,7269.760226
2024,RCBD,2024-February-29,2024-July-30,19T-033-35,plot,24_AYT_CL_SF-rep2-19T-033-35_45,2,45,9,5,12.2,90,3/11/2024,6.82,3.31,43.2,2.06,15,13.84,6/9/2024,40,99,7,16.5,4.85,3068.349318,3,69.34,60.58,8913.034705
2024,RCBD,2024-February-29,2024-July-30,19T-033-38,plot,24_AYT_CL_SF-rep2-19T-033-38_37,2,37,8,4,11.3,88,3/11/2024,6.79,3.28,44.6,2.07,13.5,14.61,6/7/2024,30,111,7,18.8,4.76,2928.461835,3,67.28,58.71,9574.958605
2024,RCBD,2024-February-29,2024-July-30,19T-033-63,plot,24_AYT_CL_SF-rep2-19T-033-63_58,2,58,12,3,15.7,89,3/11/2024,6.54,3.08,45.8,2.12,13.9,12.3,6/8/2024,50,106,7,17.5,6.72,4200.488578,3,68.51,58.89,8023.776898
2024,RCBD,2024-February-29,2024-July-30,19T-179-23,plot,24_AYT_CL_SF-rep2-19T-179-23_52,2,52,11,2,19.8,94,3/11/2024,6.04,2.26,40.5,2.67,19.5,15.18,6/13/2024,50,112,7,16.3,6.7,4248.903301,3,68.73,60.7,9258.448894
2024,RCBD,2024-February-29,2024-July-30,19T-183-CL-1,plot,24_AYT_CL_SF-rep2-19T-183-CL-1_55,2,55,11,5,27.9,92,3/11/2024,5.71,2.28,40.8,2.5,20.5,16.31,6/11/2024,30,111,7,16.2,4.59,2914.293521,3,66.87,62.79,9824.075046
2024,RCBD,2024-February-29,2024-July-30,19T-183-CL-6,plot,24_AYT_CL_SF-rep2-19T-183-CL-6_50,2,50,10,1,21.1,88,3/11/2024,5.9,2.42,39.7,2.44,15.1,16.71,6/7/2024,0,107,7,15.1,4.51,2901.087439,3,68.85,60.36,10748.66981
2024,RCBD,2024-February-29,2024-July-30,202L2096,plot,24_AYT_CL_SF-rep2-202L2096_35,2,35,7,5,8.5,93,3/11/2024,6.72,3.1,40.3,2.17,17.5,7.87,6/12/2024,70,109,7,16.4,5.69,3604.085875,3,65.95,54.63,4919.254172
2024,RCBD,2024-February-29,2024-July-30,202L2141,plot,24_AYT_CL_SF-rep2-202L2141_41,2,41,9,1,21.4,94,3/11/2024,7.04,3.37,45.4,2.09,14.9,16.35,6/13/2024,50,106,7,17.9,6.46,4018.39164,3,67.68,55.4,10541.87589
2024,RCBD,2024-February-29,2024-July-30,212L2252,plot,24_AYT_CL_SF-rep2-212L2252_36,2,36,8,5,7.6,88,3/11/2024,7.02,3.25,35.5,2.16,13.7,12.37,6/7/2024,10,109,7,17.1,3.38,2122.989359,3,69.65,62.1,8088.185015
2024,RCBD,2024-February-29,2024-July-30,212M1076,plot,24_AYT_CL_SF-rep2-212M1076_47,2,47,10,4,10.2,93,3/11/2024,5.9,2.3,40.8,2.56,18.6,15.59,6/12/2024,10,103,7,14.2,4.38,2847.331186,1,68.69,61.98,9614.818751
2024,RCBD,2024-February-29,2024-July-30,212M1144,plot,24_AYT_CL_SF-rep2-212M1144_43,2,43,9,3,20.2,92,3/11/2024,5.92,2.26,43.5,2.62,17.2,10.92,6/11/2024,40,113,7,16.9,5.12,3223.647685,1,68.49,60.61,6850.520288
2024,RCBD,2024-February-29,2024-July-30,222L1075,plot,24_AYT_CL_SF-rep2-222L1075_33,2,33,7,3,16.7,88,3/11/2024,6.66,3.01,45.1,2.21,14.8,11.27,6/7/2024,50,109,7,22.1,4.53,2673.697354,1,69.64,59.24,7275.01834
2024,RCBD,2024-February-29,2024-July-30,222L1082,plot,24_AYT_CL_SF-rep2-222L1082_32,2,32,7,2,9.8,87,3/11/2024,6.79,3.16,42.3,2.15,14.6,15.55,6/6/2024,10,105,7,15.4,4.52,2897.246083,3,68.45,59.83,10061.40998
2024,RCBD,2024-February-29,2024-July-30,222L1147,plot,24_AYT_CL_SF-rep2-222L1147_48,2,48,10,3,14.4,91,3/11/2024,6.84,3.15,46.1,2.17,14.8,13.74,6/10/2024,40,108,7,18.7,6.56,4040.833645,3,69.75,54.44,8869.45448
2024,RCBD,2024-February-29,2024-July-30,222L1161,plot,24_AYT_CL_SF-rep2-222L1161_59,2,59,12,2,15,87,3/11/2024,6.69,3.04,43.9,2.2,16.3,16.88,6/6/2024,0,99,7,14.4,4.6,2983.377314,3,68.86,60.03,10704.55165
2024,RCBD,2024-February-29,2024-July-30,222M1096,plot,24_AYT_CL_SF-rep2-222M1096_34,2,34,7,4,9.4,95,3/11/2024,5.97,2.25,40.1,2.65,15,15.35,6/14/2024,0,102,7,14.3,5.68,3688.125953,3,68.34,64.39,9885.482855
2024,RCBD,2024-February-29,2024-July-30,CL153,plot,24_AYT_CL_SF-rep2-CL153_56,2,56,12,5,11.1,90,3/11/2024,6.68,3.12,44.6,2.14,15.5,13.11,6/9/2024,20,113,7,16.3,4.63,2936.18243,3,69.33,62.07,8393.246583
2024,RCBD,2024-February-29,2024-July-30,CLHA03,plot,24_AYT_CL_SF-rep2-CLHA03_60,2,60,12,1,13.8,90,3/11/2024,6.63,2.9,45.1,2.29,14.2,14.6,6/9/2024,0,104,7,15.8,4.44,2832.511281,3,69.23,63.39,9490.972725
2024,RCBD,2024-February-29,2024-July-30,CLJ01,plot,24_AYT_CL_SF-rep2-CLJ01_54,2,54,11,4,4.9,95,3/11/2024,6.88,3.23,34.3,2.13,15.4,13.14,6/14/2024,30,102,7,14,4.19,2730.166043,3,70.88,67.26,8422.408663
2024,RCBD,2024-February-29,2024-July-30,CLL18,plot,24_AYT_CL_SF-rep2-CLL18_46,2,46,10,5,34.4,92,3/11/2024,6.69,3.19,45.8,2.1,16.3,20.65,6/11/2024,10,113,7,18.6,6.18,3811.443327,1,67.16,54.44,13095.31941
2024,RCBD,2024-February-29,2024-July-30,CLL19,plot,24_AYT_CL_SF-rep2-CLL19_38,2,38,8,3,18.1,87,3/11/2024,6.57,3.07,46.8,2.14,15.1,10.98,6/6/2024,50,99,7,16.4,5.12,3243.04388,3,67.13,55.67,7062.860233
2024,RCBD,2024-February-29,2024-July-30,CLM04,plot,24_AYT_CL_SF-rep2-CLM04_39,2,39,8,2,11.8,93,3/11/2024,5.84,2.25,39.2,2.6,19.3,18.75,6/12/2024,30,113,7,16,5.18,3296.747096,1,68.83,64.05,11464.24315
2024,RCBD,2024-February-29,2024-July-30,CLM05,plot,24_AYT_CL_SF-rep2-CLM05_49,2,49,10,2,16,93,3/11/2024,6.18,2.45,42.3,2.52,15.4,18.09,6/12/2024,0,104,7,15.3,6.61,4241.910063,1,66.46,59.54,11595.23384
2024,RCBD,2024-February-29,2024-July-30,MP6_397,plot,24_AYT_CL_SF-rep2-MP6_397_44,2,44,9,4,13.2,88,3/11/2024,6.9,3.33,44.9,2.07,11.6,13.59,6/7/2024,30,99,7,15.5,4.95,3169.118615,3,69.49,58.89,9102.114689
2024,RCBD,2024-February-29,2024-July-30,RU1902034,plot,24_AYT_CL_SF-rep2-RU1902034_57,2,57,12,4,19.8,86,3/11/2024,6.58,3.03,46.6,2.17,12.9,12.28,6/5/2024,30,97,7,16.4,5.35,3388.727492,3,66.04,55.12,8103.769945
2024,RCBD,2024-February-29,2024-July-30,RU2102217,plot,24_AYT_CL_SF-rep2-RU2102217_53,2,53,11,3,28.1,86,3/11/2024,6.9,3.17,45.6,2.18,12.6,15.72,6/5/2024,10,97,7,18.4,7.25,4482.339544,3,68.98,53.72,10409.61233
2024,RCBD,2024-February-29,2024-July-30,RU2102222,plot,24_AYT_CL_SF-rep2-RU2102222_42,2,42,9,2,13.6,90,3/11/2024,6.88,3.21,42.8,2.14,13.5,16.83,6/9/2024,10,92,7,16.7,6.03,3805.738118,3,70.14,61.23,11029.88045
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-36,plot,24_AYT_CN_RRS-rep1-19T-176-CONV-36_7,1,7,1,7,12.4,96,3/9/2024,5.55,2.05,39.7,2.71,18.1,15.4,6/13/2024,0,109,7,16.8,5.97,3763.346823,3,69.59,58.96,9555.979388
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-38,plot,24_AYT_CN_RRS-rep1-19T-176-CONV-38_18,1,18,3,4,11.4,97,3/9/2024,5.77,2.27,41.6,2.54,19.8,16.6,6/14/2024,0,103,7,14.6,5.74,3714.038058,3,69.96,64.64,10086.79137
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-6,plot,24_AYT_CN_RRS-rep1-19T-176-CONV-6_25,1,25,4,4,8.1,98,3/9/2024,5.71,2.15,42.3,2.65,19.1,16.32,6/15/2024,0,104,9,13.7,4.86,3177.778713,1,70.21,65.08,10003.20704
2024,RCBD,2024-February-27,2024-July-22,19T-217-39,plot,24_AYT_CN_RRS-rep1-19T-217-39_26,1,26,4,3,25.1,94,3/9/2024,6.72,3.07,39.2,2.19,18.7,15.3,6/11/2024,0,95,7,15.9,5.36,3415.366954,5,70.96,66.89,9424.37499
2024,RCBD,2024-February-27,2024-July-22,19T-218-30,plot,24_AYT_CN_RRS-rep1-19T-218-30_21,1,21,3,7,22,98,3/9/2024,6.72,3.25,40.3,2.07,20.1,16.83,6/15/2024,0,103,7,16.6,6.32,3993.555418,3,71.48,63.8,10188.29419
2024,RCBD,2024-February-27,2024-July-22,19T-218-43,plot,24_AYT_CN_RRS-rep1-19T-218-43_4,1,4,1,4,24.3,98,3/9/2024,6.75,3.28,36.9,2.06,19.4,16.85,6/15/2024,0,97,7,18.3,5.36,3317.901072,3,70.91,63.25,10289.76671
2024,RCBD,2024-February-27,2024-July-22,19T-238-13,plot,24_AYT_CN_RRS-rep1-19T-238-13_5,1,5,1,5,35.2,98,3/9/2024,6.49,2.92,44.2,2.22,19.1,16.01,6/15/2024,0,98,7,18.3,5.74,3553.125402,3,71.76,65.24,9813.195143
2024,RCBD,2024-February-27,2024-July-22,19T-238-62,plot,24_AYT_CN_RRS-rep1-19T-238-62_24,1,24,4,5,34.2,98,3/9/2024,6.58,3.16,45.1,2.08,19.8,17.2,6/15/2024,0,100,7,17.4,5.4,3379.483993,3,70.3,63.01,10451.37419
2024,RCBD,2024-February-27,2024-July-22,201L1251,plot,24_AYT_CN_RRS-rep1-201L1251_22,1,22,4,7,24.6,99,3/9/2024,6.84,3.34,43.5,2.05,20.4,13.95,6/16/2024,0,92,7,19.6,5.78,3520.954993,3,69.54,60.49,8413.134985
2024,RCBD,2024-February-27,2024-July-22,211L1008,plot,24_AYT_CN_RRS-rep1-211L1008_28,1,28,4,1,22,96,3/9/2024,6.79,3.14,38.4,2.16,21.6,13.59,6/13/2024,0,101,5,17.6,5.7,3558.595735,5,70.72,65.94,8072.463706
2024,RCBD,2024-February-27,2024-July-22,211L1032,plot,24_AYT_CN_RRS-rep1-211L1032_10,1,10,2,5,16.3,98,3/9/2024,6.72,3.1,42.1,2.17,19.6,14.32,6/15/2024,0,92,7,19.1,5.6,3432.520465,3,70.69,66.14,8723.075842
2024,RCBD,2024-February-27,2024-July-22,211L1056,plot,24_AYT_CN_RRS-rep1-211L1056_23,1,23,4,6,15.9,99,3/9/2024,6.82,2.99,44.2,2.28,19.3,15.53,6/16/2024,0,97,7,17.7,5.44,3392.152133,3,70.77,65.37,9495.450457
2024,RCBD,2024-February-27,2024-July-22,211L1124,plot,24_AYT_CN_RRS-rep1-211L1124_1,1,1,1,1,19.9,99,3/9/2024,6.73,3.07,39.2,2.19,20.5,15.74,6/16/2024,0,113,5,16.4,5.8,3673.760646,3,70.87,66.74,9480.744404
2024,RCBD,2024-February-27,2024-July-22,211L1331,plot,24_AYT_CN_RRS-rep1-211L1331_14,1,14,2,1,11.9,102,3/9/2024,6.8,3.13,38.8,2.17,20.9,14.09,6/19/2024,0,99,5,17.9,5.71,3551.860103,3,70,66.03,8444.191198
2024,RCBD,2024-February-27,2024-July-22,221L1002,plot,24_AYT_CN_RRS-rep1-221L1002_15,1,15,3,1,25.4,97,3/9/2024,6.86,3.28,39.4,2.09,20.2,15.75,6/14/2024,0,95,5,15.9,4.72,3007.561945,3,71.64,65.03,9522.566872
2024,RCBD,2024-February-27,2024-July-22,221L1013,plot,24_AYT_CN_RRS-rep1-221L1013_3,1,3,1,3,19.6,95,3/9/2024,6.87,3.07,37.3,2.24,18.9,15.16,6/12/2024,0,90,7,18.3,5.79,3584.075971,3,70.55,63.88,9315.166828
2024,RCBD,2024-February-27,2024-July-22,221L1087,plot,24_AYT_CN_RRS-rep1-221L1087_20,1,20,3,6,23.8,96,3/9/2024,6.76,3.16,42.3,2.14,19.3,15.32,6/13/2024,0,98,7,15.7,5.54,3538.457029,3,70.75,65.43,9367.050933
2024,RCBD,2024-February-27,2024-July-22,221L1099,plot,24_AYT_CN_RRS-rep1-221L1099_12,1,12,2,3,21.1,96,3/9/2024,6.93,3.22,41,2.15,20.1,15.56,6/13/2024,0,103,7,18.4,5.56,3437.49074,,70.02,64.55,9419.480549
2024,RCBD,2024-February-27,2024-July-22,Avant,plot,24_AYT_CN_RRS-rep1-Avant_16,1,16,3,2,22.2,92,3/9/2024,6.85,3.09,38.2,2.22,19.9,15.32,6/9/2024,0,90,7,17.7,6.02,3753.815412,1,71.37,66.4,9297.407432
2024,RCBD,2024-February-27,2024-July-22,Cheniere,plot,24_AYT_CN_RRS-rep1-Cheniere_17,1,17,3,3,12.9,98,3/9/2024,6.8,3.13,41.9,2.17,19.8,13.9,6/15/2024,0,95,9,16.2,5.26,3339.691485,3,72.26,67.22,8446.168674
2024,RCBD,2024-February-27,2024-July-22,Della2,plot,24_AYT_CN_RRS-rep1-Della2_27,1,27,4,2,11.8,100,3/9/2024,6.85,3.17,41,2.16,20.9,14.28,6/17/2024,0,100,7,16.9,5.45,3431.421852,3,69.06,64.26,8558.058929
2024,RCBD,2024-February-27,2024-July-22,DG263L,plot,24_AYT_CN_RRS-rep1-DG263L_13,1,13,2,2,25.2,99,3/9/2024,6.27,2.79,47.6,2.25,21.5,15.24,6/16/2024,0,104,7,24.6,5.37,3067.765917,5,66.73,57.5,9064.110794
2024,RCBD,2024-February-27,2024-July-22,Fitzgerald,plot,24_AYT_CN_RRS-rep1-Fitzgerald_19,1,19,3,5,10.1,96,3/9/2024,6.85,3.34,31.3,2.05,18.6,15.42,6/13/2024,0,97,7,17.1,5.04,3165.640938,3,71.36,66.03,9509.974673
2024,RCBD,2024-February-27,2024-July-22,Jupiter,plot,24_AYT_CN_RRS-rep1-Jupiter_8,1,8,2,7,31.1,99,3/9/2024,5.66,2.25,42.1,2.52,22.8,14.24,6/16/2024,0,98,7,20,4.97,3012.471607,3,66.74,59.66,8329.096069
2024,RCBD,2024-February-27,2024-July-22,MP6_295,plot,24_AYT_CN_RRS-rep1-MP6_295_6,1,6,1,6,35,97,3/9/2024,6.75,3.2,42.8,2.11,19.9,16.17,6/14/2024,0,93,9,21.1,6.45,3855.789394,3,68.31,57.34,9813.255756
2024,RCBD,2024-February-27,2024-July-22,RU2102066,plot,24_AYT_CN_RRS-rep1-RU2102066_2,1,2,1,2,28.5,95,3/9/2024,5.63,2.17,41.4,2.59,21.6,16.13,6/12/2024,0,93,7,20.8,4.83,2898.337119,3,68.56,60.63,9581.224399
2024,RCBD,2024-February-27,2024-July-22,RU2102070,plot,24_AYT_CN_RRS-rep1-RU2102070_9,1,9,2,6,19.6,95,3/9/2024,5.97,2.3,43.5,2.6,19.6,17.16,6/12/2024,0,97,5,18.8,5.99,3685.186217,3,68.71,64.66,10453.07133
2024,RCBD,2024-February-27,2024-July-22,Taurus,plot,24_AYT_CN_RRS-rep1-Taurus_11,1,11,2,4,8.3,95,3/9/2024,5.72,2.29,40.8,2.5,19.8,16.03,6/12/2024,0,88,7,19.5,5.5,3354.556851,3,70.6,63.55,9740.437686
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-36,plot,24_AYT_CN_RRS-rep2-19T-176-CONV-36_45,2,45,7,3,11.6,96,3/9/2024,5.55,2.03,39,2.73,19.1,16.46,6/13/2024,0,110,9,15.5,5.38,3444.415788,1,69.33,59.13,10089.01887
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-38,plot,24_AYT_CN_RRS-rep2-19T-176-CONV-38_37,2,37,6,6,14.6,98,3/9/2024,5.85,2.29,39.7,2.56,20.4,16.83,6/15/2024,0,101,7,17.5,5.66,3537.911511,3,71.19,66.22,10150.04027
2024,RCBD,2024-February-27,2024-July-22,19T-176-CONV-6,plot,24_AYT_CN_RRS-rep2-19T-176-CONV-6_44,2,44,7,2,10,98,3/9/2024,5.72,2.2,40.8,2.6,20.3,15.61,6/15/2024,0,104,7,12.2,4.91,3266.273855,1,70.53,65.77,9426.094864
2024,RCBD,2024-February-27,2024-July-22,19T-217-39,plot,24_AYT_CN_RRS-rep2-19T-217-39_49,2,49,7,7,23.2,96,3/9/2024,6.78,3.07,37.1,2.21,18.2,15.03,6/13/2024,0,106,5,15.9,5.76,3670.245085,3,72.28,67.68,9315.000144
2024,RCBD,2024-February-27,2024-July-22,19T-218-30,plot,24_AYT_CN_RRS-rep2-19T-218-30_53,2,53,8,4,19.6,99,3/9/2024,6.79,3.41,39.9,1.99,20.6,15.19,6/16/2024,0,100,7,17.4,5.41,3385.742296,3,70.83,64.03,9137.951696
2024,RCBD,2024-February-27,2024-July-22,19T-218-43,plot,24_AYT_CN_RRS-rep2-19T-218-43_36,2,36,6,7,25.3,99,3/9/2024,6.88,3.41,37.8,2.02,19.7,16.75,6/16/2024,0,101,7,18.3,5.76,3565.50563,1,71.08,64.45,10190.62777
2024,RCBD,2024-February-27,2024-July-22,19T-238-13,plot,24_AYT_CN_RRS-rep2-19T-238-13_33,2,33,5,5,32.8,99,3/9/2024,6.47,2.91,44.9,2.22,19.6,16.12,6/16/2024,0,103,5,17.4,4.87,3047.793897,5,71.24,66.64,9819.551855
2024,RCBD,2024-February-27,2024-July-22,19T-238-62,plot,24_AYT_CN_RRS-rep2-19T-238-62_30,2,30,5,2,35.3,98,3/9/2024,6.58,3.15,45.6,2.09,20,16.75,6/15/2024,0,111,7,18.7,5.23,3221.579262,3,70.5,63.3,10152.55568
2024,RCBD,2024-February-27,2024-July-22,201L1251,plot,24_AYT_CN_RRS-rep2-201L1251_51,2,51,8,6,20.5,100,3/9/2024,6.83,3.32,43.7,2.06,20.2,16.03,6/17/2024,0,97,5,19.6,5.93,3612.329258,3,69.96,60.98,9691.85695
2024,RCBD,2024-February-27,2024-July-22,211L1008,plot,24_AYT_CN_RRS-rep2-211L1008_35,2,35,5,7,21.1,95,3/9/2024,6.81,3.1,39,2.2,21.7,16.78,6/12/2024,0,95,7,18.7,6.04,3720.523661,3,70.78,65.12,9954.611152
2024,RCBD,2024-February-27,2024-July-22,211L1032,plot,24_AYT_CN_RRS-rep2-211L1032_54,2,54,8,3,15.1,95,3/9/2024,6.74,3.05,40.1,2.21,19.8,14.34,6/12/2024,0,99,7,18.1,5.47,3394.281168,3,70.7,61.53,8713.529409
2024,RCBD,2024-February-27,2024-July-22,211L1056,plot,24_AYT_CN_RRS-rep2-211L1056_41,2,41,6,2,14.3,99,3/9/2024,6.76,2.95,42.8,2.29,21.5,14.86,6/16/2024,0,97,7,17.7,5.04,3142.729182,3,70.75,64.49,8838.102782
2024,RCBD,2024-February-27,2024-July-22,211L1124,plot,24_AYT_CN_RRS-rep2-211L1124_48,2,48,7,6,22.1,99,3/9/2024,6.66,3.07,41.4,2.17,20.1,15.28,6/16/2024,0,106,5,17.4,6.54,4092.930613,3,71.4,66.85,9249.978329
2024,RCBD,2024-February-27,2024-July-22,211L1331,plot,24_AYT_CN_RRS-rep2-211L1331_43,2,43,7,1,9.4,104,3/9/2024,6.8,3.12,37.3,2.18,21.2,15.21,6/21/2024,0,104,7,18.7,6.46,3979.235571,3,69.61,65.29,9080.839782
2024,RCBD,2024-February-27,2024-July-22,221L1002,plot,24_AYT_CN_RRS-rep2-221L1002_42,2,42,6,1,27.6,98,3/9/2024,6.86,3.38,40.1,2.03,21.7,15.02,6/15/2024,0,104,7,16.3,5.08,3221.556532,3,70.74,63.48,8910.504142
2024,RCBD,2024-February-27,2024-July-22,221L1013,plot,24_AYT_CN_RRS-rep2-221L1013_55,2,55,8,2,17.7,95,3/9/2024,6.88,3.07,37.5,2.24,19.2,16.29,6/12/2024,0,94,7,16.1,5.67,3604.305597,3,71.12,65.71,9972.47662
2024,RCBD,2024-February-27,2024-July-22,221L1087,plot,24_AYT_CN_RRS-rep2-221L1087_29,2,29,5,1,22,96,3/9/2024,6.81,3.21,39.9,2.12,19.4,15.26,6/13/2024,0,100,5,16,5.73,3646.787811,3,70.64,65.35,9318.803564
2024,RCBD,2024-February-27,2024-July-22,221L1099,plot,24_AYT_CN_RRS-rep2-221L1099_40,2,40,6,3,22.4,97,3/9/2024,6.84,3.18,41,2.15,21.5,14.28,6/14/2024,0,97,5,17.6,4.57,2853.119738,5,69.9,61.72,8493.143185
2024,RCBD,2024-February-27,2024-July-22,Avant,plot,24_AYT_CN_RRS-rep2-Avant_47,2,47,7,5,21.3,92,3/9/2024,6.88,3.02,38.2,2.28,19.8,13.64,6/9/2024,0,92,7,17.1,6.21,3900.52187,1,71.26,64.83,8288.182785
2024,RCBD,2024-February-27,2024-July-22,Cheniere,plot,24_AYT_CN_RRS-rep2-Cheniere_46,2,46,7,4,16.5,98,3/9/2024,6.79,3.14,41.2,2.16,21.5,15.12,6/15/2024,0,100,9,18.1,6.08,3772.802469,3,71.99,65.77,8992.739843
2024,RCBD,2024-February-27,2024-July-22,Della2,plot,24_AYT_CN_RRS-rep2-Della2_34,2,34,5,6,12.6,100,3/9/2024,6.77,3.16,41.9,2.14,20.1,13.8,6/17/2024,0,107,7,17.3,5.53,3465.031822,3,68.67,63.03,8354.038019
2024,RCBD,2024-February-27,2024-July-22,DG263L,plot,24_AYT_CN_RRS-rep2-DG263L_39,2,39,6,4,19.4,100,3/9/2024,6.22,2.78,48.3,2.24,21.8,15.86,6/17/2024,0,104,7,24.4,4.11,2354.182917,5,65.97,56.32,9396.811559
2024,RCBD,2024-February-27,2024-July-22,Fitzgerald,plot,24_AYT_CN_RRS-rep2-Fitzgerald_50,2,50,8,7,10.1,97,3/9/2024,6.86,3.4,30.3,2.02,17.8,14.19,6/14/2024,0,89,7,16.7,5.51,3477.548429,3,71.77,67.33,8837.405741
2024,RCBD,2024-February-27,2024-July-22,Jupiter,plot,24_AYT_CN_RRS-rep2-Jupiter_31,2,31,5,3,24.9,99,3/9/2024,5.82,2.33,41.9,2.5,21.6,15.46,6/16/2024,0,97,7,17.6,4.06,2534.719067,3,66.94,59.69,9183.244216
2024,RCBD,2024-February-27,2024-July-22,MP6_295,plot,24_AYT_CN_RRS-rep2-MP6_295_52,2,52,8,5,32.5,98,3/9/2024,6.75,3.26,41.4,2.07,18.9,16.5,6/15/2024,0,97,7,17.8,6.36,3961.006178,3,69.16,60.17,10138.53909
2024,RCBD,2024-February-27,2024-July-22,RU2102066,plot,24_AYT_CN_RRS-rep2-RU2102066_38,2,38,6,5,29.8,97,3/9/2024,5.69,2.21,41,2.58,21.7,16.9,6/14/2024,0,90,7,19.7,4.14,2518.792973,5,68.09,59.08,10025.80027
2024,RCBD,2024-February-27,2024-July-22,RU2102070,plot,24_AYT_CN_RRS-rep2-RU2102070_56,2,56,8,1,15.8,95,3/9/2024,5.98,2.31,41,2.59,21.2,16.36,6/12/2024,0,97,7,19,5.09,3123.772431,3,68.95,58.56,9767.425301
2024,RCBD,2024-February-27,2024-July-22,Taurus,plot,24_AYT_CN_RRS-rep2-Taurus_32,2,32,5,4,10.8,95,3/9/2024,5.72,2.32,41,2.47,19.6,16.1,6/12/2024,0,85,7,20.7,4.64,2787.839418,3,69.99,62.69,9807.368789
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-36,plot,24_AYT_CN_SF-rep1-19T-176-CONV-36_9,1,9,2,4,8.7,92,3/11/2024,5.55,2.06,39.9,2.7,15.8,15.77,6/11/2024,0,114,7,15.4,4.56,2922.885429,1,68.43,63.42,10060.37957
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-38,plot,24_AYT_CN_SF-rep1-19T-176-CONV-38_16,1,16,3,4,19.2,92,3/11/2024,6.14,2.6,43,2.36,15.7,17.16,6/11/2024,0,107,7,12.3,4.4,2923.673399,3,68.77,63,10960.1233
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-6,plot,24_AYT_CN_SF-rep1-19T-176-CONV-6_13,1,13,3,1,8.1,93,3/11/2024,5.84,2.21,41.4,2.64,15.4,15.2,6/12/2024,0,117,7,11.7,3.35,2241.207655,3,69.69,65.02,9742.816718
2024,RCBD,2024-February-29,2024-July-30,19T-217-39,plot,24_AYT_CN_SF-rep1-19T-217-39_23,1,23,4,2,17,84,3/11/2024,6.72,3.1,41,2.17,14.8,15.01,6/3/2024,0,101,7,13.5,4.13,2706.716346,3,68.69,60.49,9689.265775
2024,RCBD,2024-February-29,2024-July-30,19T-218-30,plot,24_AYT_CN_SF-rep1-19T-218-30_22,1,22,4,3,22.1,88,3/11/2024,6.73,3.27,41,2.06,15.7,17.95,6/7/2024,0,103,7,13.7,4.31,2818.15355,3,68.73,61.74,11464.69774
2024,RCBD,2024-February-29,2024-July-30,19T-218-43,plot,24_AYT_CN_SF-rep1-19T-218-43_20,1,20,4,5,22.1,90,3/11/2024,6.78,3.32,39.9,2.04,14.9,16.6,6/9/2024,0,107,7,13.7,3.78,2471.605666,3,69.57,61.49,10703.06665
2024,RCBD,2024-February-29,2024-July-30,19T-238-13,plot,24_AYT_CN_SF-rep1-19T-238-13_27,1,27,5,3,23.9,89,3/11/2024,6.64,3.06,42.3,2.17,14.8,16.22,6/8/2024,0,99,7,14.9,5.76,3713.886525,3,69.72,61.71,10470.34583
2024,RCBD,2024-February-29,2024-July-30,19T-238-62,plot,24_AYT_CN_SF-rep1-19T-238-62_21,1,21,4,4,24.7,91,3/11/2024,6.73,3.14,45.6,2.14,14.3,16.96,6/10/2024,0,116,7,13.3,5.5,3612.920236,3,69.14,61.24,11012.28016
2024,RCBD,2024-February-29,2024-July-30,201L1251,plot,24_AYT_CN_SF-rep1-201L1251_4,1,4,1,4,23,93,3/11/2024,6.7,3.18,43.9,2.11,13.8,14.49,6/12/2024,10,97,7,18.5,4.17,2574.958596,3,68.45,56.74,9463.378988
2024,RCBD,2024-February-29,2024-July-30,211L1008,plot,24_AYT_CN_SF-rep1-211L1008_15,1,15,3,3,16.9,85,3/11/2024,6.77,3.12,41,2.17,15.2,15.42,6/4/2024,0,98,7,13.9,5.06,3300.883941,3,68.21,60.98,9907.197202
