PLOT,SEASON,REP,SPECIES,RATE,TRTMT,CC_RATE,SOILTYPE,PH1,P1,K1,Ca1,Mg1,Na1,S1,Cu1,Zn1,Bases1,CEC1,OM1,NITR1,AMMON1,PH2,P2,K2,Ca2,Mg2,Na2,S2,Cu2,Zn2,Bases2,CEC2,OM2,CCNIT2,CCCarb2,CN_RATIO2,TOTNIT2,WeedBio2,CCBio2,NITR2,AMMON2,PH3,P3,K3,Ca3,Mg3,Na3,S3,Cu3,Zn3,Bases3,CEC3,OM3,NITR3,AMMON3,PLHT,POP,YLD
101,1,1,1,1,7,RADL,1,7.92,20.35,177.08,6955.83,392.36,102.03,73.34,1.84,1.37,38.92,9,2.03,,,7.96,24.66,217.94,7768.74,454.09,132.55,34.65,3.33,2.01,43.73,12.21,1.6,2.9,68.7,23.69,143.6,430.57,4951.61,2.62,0.39,7.89,23.79,150.21,5127.9,424.38,213.93,37.81,1.81,1.69,30.46,12.78,1.9,2.17,0.29,41.8,98666.27,61.61
102,1,1,3,3,6,RYEH,1,8.15,26.37,120.87,5970.99,314.05,81.92,50.93,1.69,1.71,33.12,9,1.86,,,8.04,29.52,171.11,7493.19,470.57,128.26,34.51,3.29,2.37,42.35,12.1,1.55,1.55,41.35,26.71,43.33,645.86,2798.74,2.52,0.4,7.84,27.71,126.57,5324.48,351.83,80.49,23.51,1.89,1.82,30.2,12.21,1.6,1.98,0.26,46.8,87110.76,63.47
103,1,1,4,0,10,FALL,1,8.28,27.95,154.49,6466.1,519.81,217.28,144.15,1.51,1.79,37.97,9,1.69,,,8.1,28.24,178.82,7517.95,571.94,290.81,76.69,3.03,2.24,44.04,12.26,1.63,0,0,,0,645.86,0,5.77,0.37,8.11,25,128.91,5339.69,508.62,423.39,61.03,1.56,1.75,33.07,12.18,1.6,2.4,0.26,42.2,84444.11,59.68
104,1,1,1,2,8,RADM,1,8.24,32.82,270.83,7076.34,643.64,564.16,347.28,1.48,1.51,43.85,9,1.86,,,7.88,31.25,213.26,7653.05,565.52,302.83,93.58,2.82,2.27,44.8,12.34,1.67,2.9,68.2,23.52,87.41,215.29,3014.02,5.17,0.35,7.75,23.4,118.59,5573.89,508.03,833.93,56.5,1.69,1.67,36,11.91,1.5,2.55,0.26,37,79110.79,56.44
105,1,1,2,3,3,CCH,1,8.06,24.16,169.6,7470.18,593.17,440.11,375.07,1.54,1.35,44.6,9,1.74,,,7.98,20.66,159.55,7860.16,640.02,522.9,90.35,2.8,2.07,47.27,12.02,1.51,2.42,36.81,15.22,15.62,430.57,645.86,4.21,0.4,7.9,22.6,183.46,5845.91,539.96,364.8,45.41,1.52,1.44,35.75,12.37,1.7,2.04,0.26,36,79999.68,54.81
106,1,1,3,1,4,RYEL,1,8.07,65.53,202.87,8352.68,725.51,482.1,554.13,1.38,1.59,50.37,9,1.79,,,8.07,23.13,188.95,8578.74,693.81,663.67,109.98,2.8,2.35,52,11.88,1.44,2.56,40.57,15.82,38.63,0,1507.01,2.05,0.35,7.78,18.68,132.93,6704.31,598.42,488.46,74.34,1.53,1.32,40.93,12.26,1.6,3.69,0.26,35.4,71999.71,54.24
107,1,1,2,2,2,CCM,1,8.34,22.04,154.78,8313.97,598.82,289.28,271.16,1.31,1.42,48.17,9,1.6,,,8.57,15.34,246.2,6829.89,1169.12,1187.48,301.97,2.21,1.64,49.6,11.47,1.24,0,0,,0,1076.44,645.86,4.86,0.37,8.36,16.85,119.83,7556.55,847.02,834.23,132.12,1.31,1.5,48.72,11.58,1.3,2.26,0.23,41,82666.34,60.15
108,1,1,1,3,9,RADH,1,8.52,37.74,163.7,8877.89,731.26,415.39,479.69,1.18,1.72,52.66,9,1.79,,,8.54,15.82,207.49,7106.09,1077.06,1086.41,318.63,1.98,1.9,49.69,11.53,1.26,0,0,,0,861.15,1291.72,3.98,0.36,8.67,18.99,135.66,7892.34,845.06,1158.4,140.68,1.1,1.51,51.83,11.61,1.3,1.83,0.23,33.4,93332.96,54.52
109,1,1,3,2,5,RYEM,1,8.35,18.71,134.07,8450.98,611.25,211.56,227.85,1.03,1.32,48.57,9,1.47,,,8.31,17.4,167.62,8766.69,818.94,375.26,112.99,1.88,1.98,52.66,11.85,1.43,1.2,33.5,27.92,28.42,0,2368.16,3.89,0.47,8.45,19.75,122.5,8099.14,826.01,566.45,105.85,1.03,1.61,50.1,12.24,1.6,2.58,0.26,43.6,79110.79,63.8
110,1,1,2,1,1,CCL,1,8.62,20.27,116.1,9062.84,493.52,90.6,65.98,1.06,2.08,50.08,9,1.79,,,8.43,15.78,206.52,8161.95,760.52,279.15,67.7,1.87,2.52,48.84,11.47,1.24,0,0,,0,1076.44,0,3.65,,8.35,20.9,113.09,7473.04,762.69,559.16,88.62,1.01,2.01,46.39,11.96,1.5,,0.27,44.8,80888.57,65.04
201,1,2,4,0,10,FALL,1,7.68,24.38,254.45,7207.28,350.25,76.18,43.23,1.65,1.26,39.91,9,2.08,,,8.01,21.51,203.32,7504.86,427.66,148.63,45.47,3.1,1.62,42.22,12.15,1.58,0,0,,0,861.15,0,4.67,0.44,7.86,24.95,169.38,5109.25,365.36,190.76,31.9,1.77,1.29,29.83,12.53,1.8,1.22,0.21,45,94221.85,50.03
202,1,2,1,2,8,RADM,1,7.79,24.12,172.08,5642.63,287.17,53.28,21.73,1.71,1.31,31.26,9,1.92,,,8.07,27.22,195.06,6843.84,388.39,90.88,31.63,3.18,1.88,38.32,11.96,1.48,3.4,52.3,15.38,117.12,0,3444.6,2.37,0.51,8.01,26.69,175.8,4658.68,299.66,46.24,21.6,1.8,1.45,26.42,12.53,1.8,1.44,0.28,46.8,82666.34,52.67
203,1,2,3,1,4,RYEL,1,7.93,35.41,290.4,6250.36,504.19,185.67,150.75,1.45,1.53,36.97,9,2.09,,,8.24,22.13,149.09,6888.18,510.25,157.61,42.97,2.85,1.92,39.72,11.8,1.4,2.2,42.6,19.36,56.84,0,2583.45,4.1,0.6,8.06,23.62,142.64,5288.86,432.56,156.13,29.02,1.59,1.33,31.06,11.96,1.5,2.71,0.25,42.4,72888.6,54.31
204,1,2,2,3,3,CCH,1,7.95,22.88,182.25,6852.01,490.63,361.7,294.55,1.51,2.51,40.35,9,1.81,,,7.79,25.02,204.86,7807.13,439.03,233.03,53.32,3.05,1.81,44.2,12.18,1.59,1.91,39.14,20.52,86.22,215.29,4521.03,3.13,0.4,7.71,28.3,128.16,5563.42,441.99,707.44,74.6,1.75,1.56,34.87,12.04,1.5,2.51,0.3,39.4,87999.65,52.11
205,1,2,2,1,1,CCL,1,7.77,24.65,185.4,7225.98,430.73,225.43,248.75,1.5,1.34,41.14,9,2.13,,,8.02,24.56,174.03,8106.04,453.1,332.87,85.78,2.94,1.73,46.17,11.72,1.36,2.63,36.37,13.85,11.31,1937.59,430.57,2.27,0.43,7.78,20.71,210.26,5586.58,354.59,158.06,38.76,1.75,1.13,32.09,12.37,1.7,2.09,0.19,36.6,88888.53,40.97
206,1,2,3,3,6,RYEH,1,7.99,27.14,144.07,7821.81,488.19,445.4,401.44,1.42,1.2,45.45,9,1.59,,,8.14,14.41,148.32,8040.18,597.47,632.36,106.54,2.46,1.34,48.27,11.28,1.14,1.66,41.94,25.32,42.79,0,2583.45,1.66,0.4,8.02,20.11,124.87,6968.17,526.07,535.5,67.42,1.43,1.07,41.84,11.91,1.5,1.9,0.23,36.8,56888.66,40.59
207,1,2,1,1,7,RADL,1,8.17,19.24,238.46,8467.99,736.2,582.81,573.33,1.15,1.19,51.57,9,1.69,,,8.38,11.71,136,7278.55,800.76,607.91,147.81,2.14,1.45,46,11.28,1.14,0,0,,0,1507.01,0,3.79,0.41,8.15,16.62,140.78,7211.91,753.08,1122.22,162.37,1.15,1.12,47.52,11.96,1.5,3.43,0.24,36,75555.25,54.81
208,1,2,3,2,5,RYEM,1,8.46,14.38,137.99,8256.2,627.95,173.24,197.71,1.06,1.35,47.58,9,1.73,,,8.29,12.33,115.32,8565.46,582.55,106.12,34.65,2.09,1.87,48.4,11.23,1.12,0,0,,0,0,2583.45,2.08,0.41,8.23,13.17,114.08,7217.11,554.03,261.29,46.6,1.11,1.35,42.09,12.15,1.6,1.84,0.24,44,77333.02,54.24
209,1,2,2,2,2,CCM,1,8.27,20.54,140.74,8356.02,563.12,135.75,166.37,1.16,1.43,47.38,9,1.66,,,8.37,13.55,139.8,8893.89,966.94,591.09,183.57,1.88,1.78,55.39,11.5,1.25,2.77,36.41,13.14,11.93,1076.44,430.57,5.65,0.32,8.22,15.15,118.3,8013.97,858.09,1071.25,182.32,1.03,1.61,52.12,11.75,1.4,2.86,0.17,37.2,88888.53,46.76
210,1,2,1,3,9,RADH,1,8.54,14.28,88.2,8705.49,559.16,110.8,95.96,1.07,1.51,48.86,9,1.48,,,8.14,12.41,139.48,7837.92,629.51,147.84,53.43,2.02,1.88,45.39,11.5,1.25,2,29.4,14.7,17.22,861.15,861.15,2.54,0.46,8.44,11.01,104.47,7148.14,714.33,450.23,63.05,1.01,1.36,43.87,11.77,1.4,1.62,0.21,39,93332.96,53.8
301,1,3,3,1,4,RYEL,1,7.86,19.68,177.87,7311.57,334.28,72.5,47.01,1.81,1.1,40.09,9,2.07,,,8.09,27.34,225.18,8188.58,387.79,63.66,26.41,3.68,1.61,45,12.53,1.77,2.36,40.36,17.09,45.76,0,1937.59,1.78,0.68,7.79,22.56,185.04,5078.3,340.31,114.44,25.4,1.89,1.21,29.17,12.75,1.9,2.12,0.25,45.6,77333.02,63.46
302,1,3,2,1,1,CCL,1,7.85,26.2,140.36,6099.3,276.74,81.86,68.34,1.75,1.06,33.5,9,2,,,7.97,32.67,201.85,7801.18,382.05,94.8,29.26,3.63,2.06,43.09,12.1,1.55,2.26,39.37,17.41,19.48,215.29,861.15,3.09,0.35,7.95,23.67,199.72,4623.43,277.73,28.36,19.11,1.91,2.25,26.05,12.64,1.8,2.11,0.28,47,89777.42,61.48
303,1,3,3,2,5,RYEM,1,8.02,19.33,141.79,6260.42,386.08,168.72,147.41,1.62,0.98,35.59,9,1.7,,,8.18,23.67,159.86,7730.92,441,70.38,27.58,3.29,1.82,43.01,11.8,1.4,1.94,42.71,22.02,58.47,0,3014.02,2.42,0.42,8.05,23.77,143.78,5202,378.8,83.23,24.62,1.75,1.16,29.87,12.48,1.7,2.57,0.21,43.8,75555.25,59.72
304,1,3,2,3,3,CCH,1,8.09,33.91,138.86,6832.03,418.78,128.77,133.15,1.58,1.19,38.54,9,1.92,,,8.17,23.5,170.47,7313.33,509.3,317.79,67.08,2.86,1.48,42.59,11.72,1.36,2.18,36.99,16.97,28.16,430.57,1291.72,1.94,0.5,7.72,21.17,123.22,5805.63,480.4,601.48,57.72,1.74,1.01,35.93,12.32,1.7,3.2,0.21,39.2,87110.76,58.22
305,1,3,3,3,6,RYEH,1,7.87,19.53,246.01,7374.21,393.34,145.29,135.37,1.46,1.1,41.38,9,2.43,,,8.18,18.74,185.95,7808.03,384.71,79.67,28.75,3.11,1.34,43.04,12.04,1.52,1.84,42.12,22.95,75.08,0,4090.46,2.63,0.5,7.78,23.24,177.76,5917.94,338.13,108.3,32.92,1.71,1.09,33.31,12.75,1.9,2.29,0.31,40.2,79110.79,52.62
306,1,3,1,3,9,RADH,1,7.95,19.64,167.84,7533.52,424.21,210.47,177.26,1.42,1.02,42.52,7,1.66,,,8.05,17.67,203.27,8021.17,560.41,435.72,107.02,2.67,1.65,47.15,11.72,1.36,4.2,61.3,14.6,90.42,215.29,2152.87,4.91,0.28,8.07,15.97,118.97,6408.1,508.01,428.21,53.69,1.39,0.9,38.4,11.91,1.5,2.73,0.17,37.6,72888.6,52.46
307,1,3,1,2,8,RADM,1,8.34,17.2,196.33,7757.73,549.72,243.25,216.68,1.26,1.05,44.89,7,1.9,,,8.3,14.1,169.18,8315,650.6,276.46,58.05,2.31,1.41,48.59,11.77,1.39,0,0,,0,1722.3,0,4.91,0.26,8.27,15.24,124,6799.25,569.36,455.83,63.56,1.22,0.92,41,11.94,1.5,2.61,0.24,43.4,88888.53,63.62
308,1,3,4,0,10,FALL,1,8.34,17.09,131.4,8221.17,522.71,162.04,149.54,1.14,1.06,46.47,7,1.7,,,8.06,18.53,221.14,9482.23,707.23,369.27,128.51,2.29,2.17,55.43,11.96,1.48,0,0,,0,2798.74,0,6.26,0.28,7.91,13.57,131.11,7192.58,550.62,550.12,76.76,1.16,0.95,43.24,12.04,1.5,2.43,0.18,38,85332.99,62.18
309,1,3,1,1,7,RADL,1,8.36,23.32,174.15,8357.35,601.37,146.03,137.38,1.1,1.17,47.84,3,1.71,,,8.15,18.2,157,8889.66,603.36,166.73,55.53,2.19,1.53,50.56,11.66,1.33,5.2,64.5,12.4,167.92,1076.44,3229.31,5.26,0.28,8.52,12.43,95.39,7573.55,637.77,385.43,61.72,1.06,0.88,45.06,12.13,1.6,1.79,0.2,40.8,82666.34,61.14
310,1,3,2,2,2,CCM,1,8.15,16.18,120.88,8677.21,492.32,168.36,181.13,1.13,1.12,48.5,7,1.75,,,7.85,17.61,189,9524.19,544.58,173.16,53.04,2.46,1.58,53.36,11.77,1.39,2.8,38.7,13.82,18.08,1291.72,645.86,4.7,0.53,8.02,14.41,121.82,7345.94,458.16,302.26,57.08,1.28,0.92,42.14,12.43,1.7,1.41,0.56,41.8,89777.42,62.73
101,1,1,1,1,7,RDL,2,7.46,107.01,582.84,4332.42,1000.51,37.23,11.33,6.73,2.88,31.58,16.5,3.75,1.6,0.94,7.84,114.38,545.36,4082.91,899.36,27.92,6.23,5.8,3.24,29.36,20.65,2.83,2.3,59.1,25.7,49.52,215.29,2152.87,0.38,0.36,7.59,126.28,630.73,4449.78,1016.85,4.81,4.7,5.31,3.38,32.29,21.06,3,1.64,0.37,32.4,71110.83,43.56
102,1,1,3,3,6,RYEH,2,7.79,90.03,523.78,4461.93,1018.73,44.45,11.08,6.66,2.28,32.26,14.95,2.98,0.82,0.8,7.8,81.63,479.31,4026.8,904.86,23.19,6.59,5.49,2.92,28.94,20.65,2.83,1.4,41,29.29,9.04,0,645.86,0.23,0.38,7.53,77.73,646.68,4393,1043.73,8.81,3.63,5.15,2.41,32.28,21.2,3.1,2.07,0.36,38.4,95110.73,51.03
103,1,1,4,0,10,FALL,2,7.88,120.39,667.91,4696.82,999.12,40.69,17.74,7.23,2.49,33.63,15.2,3.1,1.37,1.25,8.07,92.91,541.12,4318.52,869.09,22.24,7.82,5.47,2.55,30.26,20.36,2.68,0,0,,0,1291.72,0,0.3,0.37,7.86,81.63,630.47,4676.21,994.21,4.94,2.41,5.15,2.24,33.23,20.52,2.8,1.46,0.36,36.6,95110.73,46.96
104,1,1,1,2,8,RADM,2,7.88,106.47,610.51,4940.52,940.07,50.32,13.2,7,2.39,34.25,14.52,2.76,1,0.71,8.05,83.06,482.58,4953.58,861.31,28.98,8.63,5.71,2.6,33.25,19.62,2.31,2.3,59.5,25.87,59.42,0,2583.45,0.24,0.42,7.78,81.84,512.63,4986.47,889.57,7.7,2.38,5.05,2.39,33.63,19.95,2.5,1.8,0.44,38,98666.27,46.15
105,1,1,2,3,3,CCH,2,7.96,95.09,531.25,4957.65,1011.68,45.5,10.69,7.36,2.39,34.71,14.93,2.96,0.76,0.77,8.14,67.67,480.44,4475.15,909.63,32.67,7.83,5.79,2.37,31.26,20.27,2.64,2.67,37.18,13.95,45.92,430.57,1722.3,0.36,0.4,7.93,68.35,600.35,4854.92,1004.87,3.1,3.83,5.24,2.58,34.13,20.19,2.6,1.78,0.44,39.2,95999.62,47.09
106,1,1,3,1,4,RYEL,2,7.9,98.65,560.24,4824.24,1026.38,59.93,11.65,7.61,2.4,34.3,14.95,2.98,0.68,0.64,8.08,72.01,459.74,4411.89,877.47,26.14,7.14,5.5,2.32,30.6,20.19,2.6,1.9,39.26,20.66,16.36,215.29,861.15,0.25,0.38,7.93,73.23,663.59,4499.65,1018.74,8.67,1.79,5.2,3.5,32.65,20.52,2.8,1.45,0.34,36.4,91555.19,42.24
107,1,1,2,2,2,CCM,2,7.93,84.35,522.61,5439.03,908.42,46.13,9.69,7.5,2.3,36.24,14.46,2.73,0.91,0.83,8.26,83.13,510.48,4944.86,810.5,26.37,8.76,5.38,2.29,32.84,20.17,2.58,0,0,,0,430.57,215.29,0.61,0.32,8.08,76.31,675.74,4938.78,885.79,14.95,1.86,4.96,3.71,33.81,20.33,2.7,1.32,0.32,37.4,93332.96,48.78
108,1,1,1,3,9,RADH,2,8,122.98,535.85,5039.74,886.77,59.71,11.36,7.31,2.35,34.16,14.52,2.76,0.66,0.64,8,107.58,512,4699.48,828.69,25.82,8.58,5.8,2.67,31.77,20.3,2.65,3.4,55.9,16.44,36.6,430.57,1076.44,0.29,0.57,8.02,95.26,537.26,4876.86,858.41,3.62,2.17,5.28,2.43,32.87,19.98,2.5,1.41,0.27,37.4,103110.7,47.25
109,1,1,3,2,5,RYEM,2,7.9,106.63,603.48,5175.8,1014.29,45.53,12,9.6,2.45,36,15.06,3.03,0.84,0.69,8.12,88.03,520.45,4390.62,845.66,20.51,8.48,5.91,2.45,30.36,20.87,2.94,1.97,39.97,20.29,12.73,0,645.86,0.27,0.38,8.14,105.81,701.07,4559.84,953.57,1.7,1.61,5.67,2.78,32.48,20.27,2.6,0.82,0.66,40.8,98666.27,47.7
110,1,1,2,1,1,CCL,2,7.3,84.18,694.04,4367.99,1051.66,37.36,11.53,7.46,2.54,32.47,15.14,3.07,1.25,1.01,7.78,75.22,506.98,4199.74,918.4,27.62,8.36,5.76,3.45,30.01,21.04,3.02,2.84,38.77,13.65,61.13,430.57,2152.87,0.36,0.38,7.38,69.49,676.83,4058.79,980.01,22.18,1.59,5.28,2.77,30.22,20.65,2.8,1.83,0.38,40.2,98666.27,48.18
201,1,2,4,0,10,FALL,2,7.78,90.81,616.91,4586.24,1059.58,45.62,10.22,7.14,2.68,33.46,16.18,3.59,1.18,1.3,7.97,67.95,478.85,4090.55,935.77,29.8,7.91,5.16,2.55,29.54,21.44,3.22,0,0,,0,1291.72,0,0.35,0.4,7.5,77.13,593.68,4491.6,1087.97,10.66,4.49,5.13,2.62,33.01,22.2,3.6,1.65,0.41,41.8,97777.39,49.13
202,1,2,1,2,8,RADM,2,7.84,88.49,560.75,4783.05,1031.3,43,12.04,6.93,2.43,34.06,15.61,3.3,2.47,1.28,7.98,103.1,514.89,4422.33,885.54,20.72,7.79,5.36,2.69,30.84,21.09,3.04,2.6,63.6,24.46,33.58,0,1291.72,0.26,0.36,7.84,72.22,645.96,4895.78,1004.6,8.27,4.95,5.11,2.25,34.47,20.74,2.9,1.76,0.34,40.4,103110.7,51.93
203,1,2,3,1,4,RYEL,2,7.94,128.21,572.34,5131.68,955.4,42.42,12.85,7.01,2.39,35.2,15.12,3.06,0.91,0.61,8.19,70.78,488.98,4687.56,825.1,23.54,7.93,5.16,2.8,31.61,20.27,2.64,1.96,40.62,20.69,29.58,0,1507.01,0.4,0.46,7.91,92.79,731.3,4739.72,991.41,15.68,3.48,5.07,2.55,33.83,21.42,3.2,1.69,0.33,36.6,87999.65,49.23
204,1,2,2,3,3,CCH,2,7.78,87.2,479.04,4572.87,980.97,35.55,8.64,6.83,2.23,32.35,14.93,2.96,1.12,0.57,8.02,53.36,437,4016.08,846.88,26.2,5.85,5.07,2.1,28.31,20.38,2.69,3.24,39.75,12.27,90.64,0,2798.74,0.16,0.37,7.75,74.98,602.38,4481.63,1052.64,9.17,1.72,5.36,2.41,32.69,20.87,2.9,1.31,0.54,41.2,87110.76,48.7
205,1,2,2,1,1,CCL,2,7.71,76.68,544.53,4422.64,974.94,41.84,9.52,6.85,2.37,31.75,16.2,3.6,1.3,0.2,7.85,73.3,467.42,4006.12,877.7,23.85,7.29,5.4,2.59,28.58,21.42,3.21,3.09,38.31,12.39,39.94,861.15,1291.72,0.55,0.37,7.77,78.98,605.03,4501.64,1041.89,5.99,1.5,5.33,2.56,32.69,20.9,3,1.09,0.41,38.6,99555.16,51.73
206,1,2,3,3,6,RYEH,2,7.96,81.71,562.4,4598.16,1007.11,34.84,9.87,7.01,2.36,32.9,15.99,3.49,1.39,0.18,8.14,57.22,447.13,4309.2,800.03,24.41,7.62,4.96,2.3,29.41,20.98,2.99,1.55,38.89,25.14,19.98,0,1291.72,0.32,0.34,7.88,63.53,739.99,4838.05,1001.42,13.07,3.41,5.14,2.38,34.42,21.2,3.1,1.51,0.35,39.8,103999.58,46.25
207,1,2,1,1,7,RADL,2,8.02,63.69,534.26,6567.98,791.19,33.19,10.58,6.41,2.61,40.89,15.17,3.09,1.09,0.67,8.06,59.24,421.22,5249.95,642.94,20.53,6.64,4.51,2.03,32.73,20.41,2.71,2.7,64.4,23.85,69.75,0,2583.45,0.24,0.37,8.1,50.43,565.38,6330.16,746.2,10.27,4.67,4.61,1.82,39.31,20.03,2.5,1.06,0.34,43,102221.81,49.92
208,1,2,3,2,5,RYEM,2,8.08,51.81,547.61,6624.02,760.35,33.49,10.87,6.19,2.2,40.95,15.82,3.41,1.36,1.06,8.11,58.95,449.63,5182.4,679.3,23.32,7.79,4.94,2.07,32.78,20.68,2.84,2.18,38.31,17.61,14.05,0,645.86,0.33,0.48,7.91,52.04,543.39,5908.84,771.2,13.29,2.53,4.99,2.13,37.37,20.74,2.9,1.32,0.39,41.6,113777.32,47.46
209,1,2,2,2,2,CCM,2,8.14,49.65,587.29,6842.38,791.55,33.88,11.61,7.69,2.3,42.4,16.34,3.67,1.38,0.86,8.1,40.5,444.75,4921.66,713.63,23.08,8.15,5.43,2.08,31.74,20.79,2.9,3.53,38.94,11.03,53.22,430.57,1507.01,0.3,0.49,8,47.15,678.54,5458.23,784.52,18.8,2.41,5.31,2.2,35.59,21.42,3.2,1.67,0.44,42.2,105777.35,48.39
210,1,2,1,3,9,RADH,2,7.92,95.05,593.85,5217.09,890.58,40.9,10.84,8.31,2.36,35.14,15.58,3.29,1.16,0.6,8.01,43.53,391.12,3978.23,781.19,24.8,6.05,5.71,2.03,27.46,20.49,2.75,2.8,63.1,22.54,18.08,0,645.86,0.2,0.43,7.7,49.6,563.37,4711.22,920.48,5.64,1.83,5.76,2.12,32.63,20.85,2.9,1.57,0.46,39.8,97777.39,50.63
301,1,3,3,1,4,RYEL,2,7.6,96.26,567.86,4600.56,1087.82,40.16,11.24,7.29,2.81,33.62,16.59,3.79,0.99,0.65,7.72,76.51,449.77,3702.52,848.98,26.51,6.05,4.84,2.72,26.79,21.47,3.24,1.55,41.49,26.72,10.03,0,645.86,0.3,0.63,7.47,77.54,664.69,4370.48,1062.46,0.4,2.84,5.06,3.39,32.33,21.33,3.1,1.88,0.38,39.4,101332.93,34.99
302,1,3,2,1,1,CCL,2,7.96,85.69,664.4,4851.45,1036.81,39.85,13.22,6.9,2.29,34.7,16.15,3.58,1.79,1.39,8.07,75.45,485.47,4217.86,778.18,24.24,6.43,4.98,2.38,28.87,20.93,2.96,3.66,40.71,11.11,15.77,215.29,430.57,0.23,0.39,7.83,63.02,753.16,5766.9,968.72,9.41,5.91,4.61,2.1,38.81,20.79,2.9,2.14,0.45,38,92444.07,43.38
303,1,3,3,2,5,RYEM,2,8.05,124.36,542.85,4794.37,894.59,43.1,13.12,6.37,2.26,32.94,15.5,3.25,1.08,0.62,7.96,71.51,454.95,4216.25,740.72,19.8,6,4.62,2.17,28.45,20.87,2.94,1.6,41.61,26.05,24.07,0,1507.01,0.1,0.47,7.95,90.71,634.46,4865.11,911.62,9.25,1.89,4.95,2.23,33.52,20.38,2.7,1.57,0.2,38.4,89777.42,41.53
304,1,3,2,3,3,CCH,2,7.99,84.67,527.06,5043.87,898.11,40.14,11.09,6.61,2.07,34.16,15.5,3.25,1.1,0.73,8.04,63.15,478.29,4066.77,754.2,24.83,7.11,4.81,2.3,27.9,21.44,3.22,3.92,41.29,10.55,59,430.57,1507.01,0.2,0.35,7.84,70.76,709.35,4727.86,931.35,10.1,4.4,4.85,2.29,33.19,21.72,3.4,2.4,0.46,43.4,103999.58,40.68
305,1,3,3,3,6,RYEH,2,7.97,77.91,603.78,4963.83,959.9,35.3,10.3,6.97,2.48,34.45,16.5,3.75,1.97,0.91,8.01,52.89,457.91,4604.42,815.03,25.29,7.17,5.05,2.22,31.04,21.63,3.32,0.81,16.18,20.08,6.94,0,861.15,0.26,0.52,7.85,57.36,644.24,4712.41,939.38,14.13,1.79,4.85,2.19,33.03,21.2,3.1,1.61,0.28,38.8,93332.96,40.54
306,1,3,1,3,9,RADH,2,7.95,82.17,582.52,4850.24,986.13,40.21,9.39,7.08,2.37,34.07,16.12,3.56,1.03,,7.95,59.66,509.09,4408.03,864.44,20.07,7.05,5.1,2.76,30.57,21.69,3.34,1.7,37.9,22.29,18.3,0,1076.44,0.36,0.54,7.93,47.71,727.08,4759.68,976.52,13.92,2.03,4.84,2.05,33.79,21.06,3,2.37,0.38,37,103999.58,40.95
307,1,3,1,2,8,RADM,2,8.14,69.96,531.34,6236.69,790.54,37.28,11.2,6.73,2.12,39.24,14.63,2.81,1.26,,8.02,42.24,456.32,6014.89,629.1,24.57,8.65,4.43,1.8,36.55,20.06,2.53,2.3,58.2,25.3,49.52,0,2152.87,0.29,0.36,8.03,49.75,577.53,6841.38,729.3,1.13,5.13,4.6,1.78,41.72,20.19,2.6,1.36,0.45,41.4,92444.07,41.82
308,1,3,4,0,10,FALL,2,8.15,36.63,540.32,7806.34,720.65,35.16,12.34,6.21,1.83,46.52,14.68,2.84,1.29,,8.11,44.18,442.63,6643.48,632.62,22.49,9.66,4.53,3.08,39.68,20.55,2.77,0,0,,0,861.15,0,0.15,0.34,8.1,37.87,575.34,7316.68,695.72,13.2,6.37,4.38,1.62,43.86,19.76,2.4,1.61,0.3,39.8,102221.81,40.81
309,1,3,1,1,7,RADL,2,8.05,40.27,542.73,7011.33,698.13,31.35,11.06,6.33,1.95,42.35,15.23,3.11,3.15,,8.09,23.75,412.37,6522.37,611.28,23.75,9.33,4.67,1.67,38.82,19.81,2.41,2.3,66.9,29.09,108.94,0,4736.32,0.16,,8.01,42.03,722.72,6949.64,698.16,18.51,6.62,4.6,1.91,42.45,21.14,3.1,2.24,0.26,38.6,97777.39,41.56
310,1,3,2,2,2,CCM,2,8.07,67.54,457.3,5324.55,770.72,32.41,10.64,6.83,1.94,34.3,14.82,2.91,1.49,,8.1,37.07,432.56,4820.97,650.71,19.92,6.99,5.05,1.97,30.68,19.7,2.35,3.5,40.2,11.49,180.84,0,5166.9,0.31,,8.08,36.99,597.13,5611.33,757.75,14.15,4.5,5.01,1.76,35.91,20.27,2.6,0.38,0.83,40.2,101332.93,44.42
